Constâncio was Secretary of State for Planning in the I and II Provisional Government of Portugal from 1974 to 1975, and Secretary of State for Budget and Planning in 1976 in the IV Provisional Government.	Constâncio foi Secretário de Estado do Planeamento nos I e II Governos Provisórios de Portugal de 1974 a 1975, e  Secretário de Estado do Orçamento e do Plano em 1976, durante o IV Governo Provisório.
He then became Finance Minister from January to August 1978 in the II Constitutional Government of Portugal, and is therefore until now the youngest Portuguese Finance Minister since the revolution.	Tornou-se, mais tarde, Ministro das Finanças entre janeiro e agosto de 1978 durante o II Governo Constitucional de Portugal e é, por isso, até aos dias de hoje, o mais novo Ministro das Finanças português desde a revolução.
Constâncio was secretary-general of the Socialist Party from 1986 to 1989.	Constâncio foi secretário-geral do Partido Socialista entre 1986 e 1989.
He lost the legislative elections of 19 July 1987, but remained in office.	Perdeu nas eleições legislativas de 19 de julho de1987, mas manteve-se em funções.
He resigned the following year, being replaced by Jorge Sampaio.	Demitiu-se no ano seguinte, tendo sido substituído por Jorge Sampaio.
Constâncio was governor of the Banco de Portugal, the Portuguese central bank, for the first time in 1985-86, having been appointed vice-governor in 1977, in 1979, and in the period from 1981 to 1984.	Constâncio foi pela primeira vez Governador do Banco de Portugal, o banco central português, entre 1985-86, tendo sido nomeado vice-governador em 1977, em 1979 e no período entre 1981 e 1984.
From 1993 to 1994, Constâncio served as chairman of Lisboa 94, the entity in charge of organizing the commemorative events of Lisbon as European Capital of Culture.	Entre 1993 e 1994, Constâncio desempenhou a função de presidente da Lisboa 94, a entidade responsável pela organização dos eventos comemorativos em Lisboa como Capital Europeia da Cultura.
Between 1995 and 1999, Constâncio was a member of the Portuguese Council of State.	Entre 1995 e 1999, Constâncio foi membro do Conselho de Estado português.
During the same period, he served as Member of the Board (Executive Director) of Banco Português de Investimento (BPI), a leading private Portuguese banking group, with responsibility for Budget, Accounting and Control of Financial Market Risks.	Ao longo deste período, desempenhou funções como Membro da Direção (diretor executivo) do Banco Português de Investimento (BPI), um dos grupos bancários principais de Portugal, sendo responsável pelas pastas do orçamento, finanças e de análise e controlo de riscos.
In this capacity, he represented BPI as non-executive member of the board of Portugal Telecom and subsequently as non-executive member of the Board of Energias de Portugal.	Nesta função, representava o BPI como membro não-executivo da administração da Portugal Telecom e, subsequentemente, como membro não-executivo do Conselho de Administração de Energias de Portugal.
